customer_id,contract_id,invoice_date,renewal_date,product,amount,currency,region
CUST-003326,CTR-2019-006243,2019-04-01,2020-04-01,Data Warehouse Sync,11200.56,EUR,EMEA
CUST-003403,CTR-2019-006393,2019-04-01,2020-04-01,Core Platform - Professional,113.94,GBP,EMEA
CUST-003505,CTR-2019-006582,2019-04-01,2019-05-01,Premium Support,108814,JPY,APAC
CUST-003599,CTR-2019-006772,2019-04-01,2019-05-01,Core Platform - Starter,470.61,USD,North America
CUST-003620,CTR-2019-006799,2019-04-01,2019-05-01,Core Platform - Enterprise,3407.65,EUR,EMEA
CUST-003640,CTR-2019-006842,2019-04-01,2020-02-01,Core Platform - Starter,279.94,AED,EMEA
CUST-001473,CTR-2019-002767,2019-04-02,2020-04-02,Core Platform - Enterprise,14170.80,EUR,EMEA
CUST-002151,CTR-2019-004023,2019-04-02,2020-04-02,Core Platform - Enterprise,2946.93,USD,North America
CUST-002283,CTR-2019-004277,2019-04-02,2019-05-02,Core Platform - Professional,196.35,USD,North America
CUST-003606,CTR-2019-006779,2019-04-02,2020-04-02,Core Platform - Starter,87943,JPY,APAC
CUST-000111,CTR-2019-000228,2019-04-03,2019-05-03,Core Platform - Professional,219.60,EUR,EMEA
CUST-000262,CTR-2019-000504,2019-04-03,2019-05-03,Core Platform - Starter,68.80,EUR,EMEA
CUST-001297,CTR-2019-002433,2019-04-03,2020-04-03,Core Platform - Starter,5793.86,CAD,North America
CUST-001574,CTR-2019-002962,2019-04-03,2019-05-03,Core Platform - Professional,1768.46,CAD,North America
CUST-002159,CTR-2019-004034,2019-04-03,2020-04-03,Core Platform - Professional,2032.43,USD,North America
CUST-002437,CTR-2019-004555,2019-04-03,2020-01-03,Core Platform - Professional,1468.26,USD,North America
CUST-003210,CTR-2019-006033,2019-04-03,2019-05-03,Core Platform - Professional,234.66,USD,North America
CUST-003210,CTR-2019-006034,2019-04-03,2020-04-03,Sandbox Environment,76.57,USD,North America
CUST-003579,CTR-2019-006734,2019-04-03,2020-03-03,Advanced Analytics,4181.42,USD,North America
CUST-001181,CTR-2019-002238,2019-04-04,2020-02-04,Core Platform - Starter,1078.62,NZD,APAC
CUST-000691,CTR-2019-001312,2019-04-09,2020-03-09,Core Platform - Starter,511.36,USD,North America
CUST-000798,CTR-2019-001509,2019-04-09,2019-05-09,Core Platform - Starter,91.17,EUR,EMEA
CUST-001972,CTR-2019-003697,2019-04-09,2020-03-09,Core Platform - Starter,646.76,GBP,EMEA
CUST-003158,CTR-2019-005942,2019-04-09,2019-05-09,Core Platform - Starter,74.34,USD,North America
CUST-000665,CTR-2019-001265,2019-04-10,2020-03-10,Core Platform - Starter,143.28,SGD,APAC
CUST-003564,CTR-2019-006702,2019-04-10,2020-04-10,Core Platform - Professional,17244.43,EUR,EMEA
CUST-000802,CTR-2019-001516,2019-04-11,2019-05-11,Core Platform - Professional,554.05,GBP,EMEA
CUST-000802,CTR-2019-001517,2019-04-11,2019-05-11,Advanced Analytics,137.70,GBP,EMEA
CUST-002638,CTR-2019-004969,2019-04-13,2020-04-13,Core Platform - Professional,28358.54,CAD,North America
CUST-000385,CTR-2019-000750,2019-04-14,2020-02-14,Core Platform - Professional,5514.09,USD,North America
CUST-003000,CTR-2019-005661,2019-04-15,2020-04-15,Core Platform - Enterprise,5976.96,USD,North America
CUST-000844,CTR-2019-001599,2019-04-16,2020-01-16,Core Platform - Starter,6380.20,SEK,EMEA
CUST-003026,CTR-2019-005707,2019-04-20,2020-04-20,Single Sign-On,475.72,GBP,EMEA
CUST-002396,CTR-2019-004479,2019-04-22,2020-01-22,Core Platform - Starter,208.00,CAD,North America
CUST-002396,CTR-2019-004480,2019-04-22,2019-05-22,API Gateway,278.57,CAD,North America
CUST-000561,CTR-2019-001060,2019-04-23,2020-04-23,Core Platform - Professional,10086.09,USD,North America
CUST-000717,CTR-2019-001368,2019-04-23,2019-05-23,Core Platform - Starter,414.17,SGD,APAC
CUST-002313,CTR-2019-004322,2019-04-23,2020-03-23,Core Platform - Professional,3584.30,SEK,EMEA
CUST-000333,CTR-2019-000648,2019-04-24,2020-04-24,Core Platform - Professional,2819.62,ZAR,EMEA
CUST-000336,CTR-2019-000653,2019-04-27,2019-05-27,Core Platform - Starter,209.00,USD,North America
CUST-001399,CTR-2019-002618,2019-04-27,2020-04-27,Advanced Analytics,39934.40,EUR,EMEA
CUST-003694,CTR-2019-006943,2019-04-28,2020-04-28,Core Platform - Starter,10456.03,AUD,APAC
CUST-000198,CTR-2019-000387,2019-04-29,2020-03-29,Core Platform - Enterprise,6393.06,EUR,EMEA
CUST-002005,CTR-2019-003755,2019-04-30,2019-05-30,Core Platform - Starter,278.04,GBP,EMEA
CUST-002061,CTR-2019-003859,2019-04-30,2020-01-31,Mobile Field App,9.97,EUR,EMEA
CUST-000276,CTR-2019-000529,2019-05-01,2019-06-01,Core Platform - Starter,68.92,EUR,EMEA
CUST-000390,CTR-2019-000761,2019-05-01,2019-06-01,Core Platform - Professional,440.00,GBP,EMEA
CUST-000726,CTR-2019-001381,2019-05-01,2020-02-01,Core Platform - Professional,374.10,EUR,EMEA
CUST-000730,CTR-2019-001390,2019-05-01,2020-02-01,Core Platform - Professional,137.38,EUR,EMEA
CUST-000995,CTR-2019-001872,2019-05-01,2020-04-01,Core Platform - Starter,34.95,EUR,EMEA
CUST-001120,CTR-2019-002124,2019-05-01,2020-05-01,Core Platform - Professional,1120.41,SGD,APAC
CUST-001142,CTR-2019-002159,2019-05-01,2020-04-01,Core Platform - Starter,26561.98,INR,APAC
CUST-001399,CTR-2019-002615,2019-05-01,2020-05-01,Core Platform - Enterprise,325105.19,EUR,EMEA
CUST-001443,CTR-2019-002710,2019-05-01,2020-04-01,Core Platform - Starter,198.93,AED,EMEA
CUST-001554,CTR-2019-002923,2019-05-01,2020-05-01,Core Platform - Starter,1815.28,CAD,North America
CUST-001757,CTR-2019-003301,2019-05-01,2020-05-01,Core Platform - Professional,127.93,EUR,EMEA
CUST-001980,CTR-2019-003710,2019-05-01,2020-05-01,Core Platform - Professional,402.69,EUR,EMEA
CUST-002061,CTR-2019-003858,2019-05-01,2019-06-01,Core Platform - Professional,174.79,EUR,EMEA
CUST-002126,CTR-2019-003986,2019-05-01,2019-06-01,Core Platform - Starter,50.52,EUR,EMEA
CUST-002151,CTR-2019-004024,2019-05-01,2019-06-01,API Gateway,563.11,USD,North America
CUST-002583,CTR-2019-004859,2019-05-01,2020-02-01,Core Platform - Enterprise,4348.43,SGD,APAC
CUST-002672,CTR-2019-005035,2019-05-01,2019-06-01,Core Platform - Starter,76.00,USD,North America
CUST-002837,CTR-2019-005357,2019-05-01,2020-04-01,Core Platform - Starter,78.43,AUD,APAC
CUST-002838,CTR-2019-005359,2019-05-01,2020-02-01,Core Platform - Professional,632.32,USD,North America
CUST-003026,CTR-2019-005705,2019-05-01,2020-05-01,Core Platform - Enterprise,17752.63,GBP,EMEA
CUST-003058,CTR-2019-005755,2019-05-01,2020-04-01,Core Platform - Professional,139.44,USD,North America
CUST-003117,CTR-2019-005865,2019-05-01,2019-06-01,Core Platform - Professional,183.70,USD,North America
CUST-003117,CTR-2019-005866,2019-05-01,2020-03-01,Workflow Automation,42.75,USD,North America
CUST-003161,CTR-2019-005950,2019-05-01,2020-03-01,Core Platform - Enterprise,17464.65,CAD,North America
CUST-003279,CTR-2019-006164,2019-05-01,2019-06-01,Core Platform - Enterprise,4990.73,AUD,APAC
CUST-003403,CTR-2019-006393,2019-05-01,2020-04-01,Core Platform - Professional,117.80,GBP,EMEA
CUST-003505,CTR-2019-006582,2019-05-01,2019-06-01,Premium Support,105725,JPY,APAC
CUST-003599,CTR-2019-006772,2019-05-01,2019-06-01,Core Platform - Starter,470.61,USD,North America
CUST-003620,CTR-2019-006799,2019-05-01,2019-06-01,Core Platform - Enterprise,3407.65,EUR,EMEA
CUST-003640,CTR-2019-006842,2019-05-01,2020-02-01,Core Platform - Starter,291.52,AED,EMEA
CUST-002151,CTR-2019-004023,2019-05-02,2020-04-02,Core Platform - Enterprise,2946.93,USD,North America
CUST-002283,CTR-2019-004277,2019-05-02,2019-06-02,Core Platform - Professional,193.44,USD,North America
CUST-003606,CTR-2019-006779,2019-05-02,2020-04-02,Core Platform - Starter,87943,JPY,APAC
CUST-000111,CTR-2019-000228,2019-05-03,2019-06-03,Core Platform - Professional,222.20,EUR,EMEA
CUST-000262,CTR-2019-000504,2019-05-03,2019-06-03,Core Platform - Starter,68.80,EUR,EMEA
CUST-001147,CTR-2019-002170,2019-05-03,2019-06-03,Core Platform - Professional,151.21,GBP,EMEA
CUST-001574,CTR-2019-002962,2019-05-03,2019-06-03,Core Platform - Professional,1768.46,CAD,North America
CUST-002159,CTR-2019-004034,2019-05-03,2020-04-03,Core Platform - Professional,2032.43,USD,North America
CUST-002572,CTR-2019-004836,2019-05-03,2019-06-03,Core Platform - Enterprise,3182.27,GBP,EMEA
CUST-002965,CTR-2019-005598,2019-05-03,2020-02-03,Core Platform - Starter,34966.38,INR,APAC
CUST-003210,CTR-2019-006033,2019-05-03,2019-06-03,Core Platform - Professional,234.66,USD,North America
CUST-003210,CTR-2019-006034,2019-05-03,2020-04-03,Sandbox Environment,75.38,USD,North America
CUST-003579,CTR-2019-006734,2019-05-03,2020-03-03,Advanced Analytics,4181.42,USD,North America
CUST-001181,CTR-2019-002238,2019-05-04,2020-02-04,Core Platform - Starter,1078.62,NZD,APAC
CUST-002549,CTR-2019-004783,2019-05-05,2020-05-05,Core Platform - Starter,22339,JPY,APAC
CUST-000145,CTR-2019-000283,2019-05-07,2019-06-07,Core Platform - Starter,155.24,USD,North America
CUST-000145,CTR-2019-000284,2019-05-07,2019-06-07,Workflow Automation,90.00,USD,North America
CUST-000691,CTR-2019-001312,2019-05-09,2020-03-09,Core Platform - Starter,511.36,USD,North America
CUST-000798,CTR-2019-001509,2019-05-09,2019-06-09,Core Platform - Starter,89.96,EUR,EMEA
CUST-001972,CTR-2019-003697,2019-05-09,2020-03-09,Core Platform - Starter,643.89,GBP,EMEA
CUST-003158,CTR-2019-005942,2019-05-09,2019-06-09,Core Platform - Starter,72.58,USD,North America
CUST-000665,CTR-2019-001265,2019-05-10,2020-03-10,Core Platform - Starter,143.28,SGD,APAC
CUST-000495,CTR-2019-000942,2019-05-11,2020-05-11,Core Platform - Enterprise,15979.53,USD,North America
CUST-000802,CTR-2019-001516,2019-05-11,2019-06-11,Core Platform - Professional,569.09,GBP,EMEA
CUST-000802,CTR-2019-001517,2019-05-11,2019-06-11,Advanced Analytics,137.70,GBP,EMEA
CUST-000385,CTR-2019-000750,2019-05-14,2020-02-14,Core Platform - Professional,5514.09,USD,North America
CUST-003502,CTR-2019-006575,2019-05-14,2020-05-14,Core Platform - Starter,970.60,BRL,LATAM
CUST-000844,CTR-2019-001599,2019-05-16,2020-01-16,Core Platform - Starter,6531.29,SEK,EMEA
CUST-002436,CTR-2019-004554,2019-05-19,2021-05-19,Core Platform - Starter,552.68,USD,North America
CUST-002110,CTR-2019-003948,2019-05-21,2019-06-21,Core Platform - Enterprise,3230.33,EUR,EMEA
CUST-002191,CTR-2019-004091,2019-05-22,2022-05-22,Core Platform - Enterprise,9118438.40,INR,APAC
CUST-002191,CTR-2019-004094,2019-05-22,2020-05-22,Data Warehouse Sync,759495.10,INR,APAC
CUST-002191,CTR-2019-004095,2019-05-22,2020-05-22,Premium Support,1886597.37,INR,APAC
CUST-002396,CTR-2019-004479,2019-05-22,2020-01-22,Core Platform - Starter,208.00,CAD,North America
CUST-002396,CTR-2019-004480,2019-05-22,2019-06-22,API Gateway,271.18,CAD,North America
CUST-000717,CTR-2019-001368,2019-05-23,2019-06-23,Core Platform - Starter,414.89,SGD,APAC
CUST-000717,CTR-2019-001369,2019-05-23,2020-05-23,API Gateway,222.14,SGD,APAC
CUST-002313,CTR-2019-004322,2019-05-23,2020-03-23,Core Platform - Professional,3456.69,SEK,EMEA
CUST-000333,CTR-2019-000648,2019-05-24,2020-04-24,Core Platform - Professional,2734.01,ZAR,EMEA
CUST-002977,CTR-2019-005623,2019-05-24,2019-06-24,Core Platform - Professional,135.47,USD,North America
CUST-002408,CTR-2019-004507,2019-05-26,2020-02-26,Core Platform - Enterprise,22554.09,USD,North America
CUST-000336,CTR-2019-000653,2019-05-27,2019-06-27,Core Platform - Starter,209.00,USD,North America
CUST-001783,CTR-2019-003349,2019-05-27,2020-02-27,Core Platform - Professional,7625.64,USD,North America
CUST-001783,CTR-2019-003352,2019-05-27,2020-05-27,API Gateway,5479.06,USD,North America
CUST-003575,CTR-2019-006727,2019-05-27,2020-05-27,Core Platform - Starter,1134.88,GBP,EMEA
CUST-002113,CTR-2019-003953,2019-05-28,2020-05-28,Core Platform - Starter,2938.13,NZD,APAC
CUST-002113,CTR-2019-003954,2019-05-28,2020-05-28,Advanced Analytics,635.73,NZD,APAC
CUST-002317,CTR-2019-004327,2019-05-28,2020-05-28,Core Platform - Professional,282618,JPY,APAC
CUST-000198,CTR-2019-000387,2019-05-29,2020-03-29,Core Platform - Enterprise,6393.06,EUR,EMEA
CUST-000426,CTR-2019-000830,2019-05-30,2020-05-30,Workflow Automation,9752.17,USD,North America
CUST-001527,CTR-2019-002872,2019-05-30,2020-05-30,Data Warehouse Sync,14806.26,CAD,North America
CUST-001955,CTR-2019-003664,2019-05-30,2020-05-30,Core Platform - Professional,13526.98,CAD,North America
CUST-002005,CTR-2019-003755,2019-05-30,2019-06-30,Core Platform - Starter,289.98,GBP,EMEA
CUST-002112,CTR-2019-003951,2019-05-30,2022-05-30,Security & Compliance Suite,9944.36,USD,North America
CUST-002866,CTR-2019-005408,2019-05-30,2021-05-30,Core Platform - Professional,11919.40,USD,North America
CUST-001399,CTR-2019-002615,2019-05-31,2020-05-01,Core Platform - Enterprise,73677.95,EUR,EMEA
CUST-002061,CTR-2019-003859,2019-05-31,2020-01-31,Mobile Field App,9.97,EUR,EMEA
